,pos,chrom,region
4,97033286,chr14,chr14_97033237_97033740
5,97033291,chr14,chr14_97033237_97033740
6,97033297,chr14,chr14_97033237_97033740
7,97033319,chr14,chr14_97033237_97033740
8,97033325,chr14,chr14_97033237_97033740
9,97033328,chr14,chr14_97033237_97033740
10,97033337,chr14,chr14_97033237_97033740
11,97033339,chr14,chr14_97033237_97033740
12,97033343,chr14,chr14_97033237_97033740
13,97033346,chr14,chr14_97033237_97033740
14,97033348,chr14,chr14_97033237_97033740
15,97033353,chr14,chr14_97033237_97033740
16,97033367,chr14,chr14_97033237_97033740
17,97033374,chr14,chr14_97033237_97033740
18,97033379,chr14,chr14_97033237_97033740
19,97033383,chr14,chr14_97033237_97033740
20,97033385,chr14,chr14_97033237_97033740
21,97033427,chr14,chr14_97033237_97033740
22,97033432,chr14,chr14_97033237_97033740
23,97033439,chr14,chr14_97033237_97033740
24,97033455,chr14,chr14_97033237_97033740
25,97033463,chr14,chr14_97033237_97033740
26,97033465,chr14,chr14_97033237_97033740
27,97033476,chr14,chr14_97033237_97033740
28,97033482,chr14,chr14_97033237_97033740
29,97033485,chr14,chr14_97033237_97033740
30,97033493,chr14,chr14_97033237_97033740
31,97033496,chr14,chr14_97033237_97033740
32,97033509,chr14,chr14_97033237_97033740
33,97033514,chr14,chr14_97033237_97033740
34,97033516,chr14,chr14_97033237_97033740
35,97033519,chr14,chr14_97033237_97033740
36,97033534,chr14,chr14_97033237_97033740
37,97033536,chr14,chr14_97033237_97033740
38,97033551,chr14,chr14_97033237_97033740
39,97033569,chr14,chr14_97033237_97033740
40,97033571,chr14,chr14_97033237_97033740
41,97033582,chr14,chr14_97033237_97033740
42,97033587,chr14,chr14_97033237_97033740
43,97033593,chr14,chr14_97033237_97033740
44,97033603,chr14,chr14_97033237_97033740
45,97033622,chr14,chr14_97033237_97033740
46,97033625,chr14,chr14_97033237_97033740
47,97033632,chr14,chr14_97033237_97033740
48,97033634,chr14,chr14_97033237_97033740
49,97033636,chr14,chr14_97033237_97033740
50,97033650,chr14,chr14_97033237_97033740
51,97033704,chr14,chr14_97033237_97033740
52,97033706,chr14,chr14_97033237_97033740
53,97033716,chr14,chr14_97033237_97033740
54,97033739,chr14,chr14_97033237_97033740
0,146638835,chr4,chr4_146638834_146639336
1,146638837,chr4,chr4_146638834_146639336
2,146638847,chr4,chr4_146638834_146639336
3,146638849,chr4,chr4_146638834_146639336
4,146638870,chr4,chr4_146638834_146639336
5,146638873,chr4,chr4_146638834_146639336
6,146638877,chr4,chr4_146638834_146639336
7,146638879,chr4,chr4_146638834_146639336
8,146638886,chr4,chr4_146638834_146639336
9,146638898,chr4,chr4_146638834_146639336
10,146638905,chr4,chr4_146638834_146639336
11,146638921,chr4,chr4_146638834_146639336
12,146638928,chr4,chr4_146638834_146639336
13,146638942,chr4,chr4_146638834_146639336
14,146638963,chr4,chr4_146638834_146639336
15,146638966,chr4,chr4_146638834_146639336
16,146638974,chr4,chr4_146638834_146639336
17,146638976,chr4,chr4_146638834_146639336
18,146638982,chr4,chr4_146638834_146639336
19,146638992,chr4,chr4_146638834_146639336
20,146639003,chr4,chr4_146638834_146639336
21,146639009,chr4,chr4_146638834_146639336
22,146639012,chr4,chr4_146638834_146639336
23,146639015,chr4,chr4_146638834_146639336
24,146639031,chr4,chr4_146638834_146639336
25,146639057,chr4,chr4_146638834_146639336
26,146639066,chr4,chr4_146638834_146639336
27,146639076,chr4,chr4_146638834_146639336
28,146639086,chr4,chr4_146638834_146639336
29,146639093,chr4,chr4_146638834_146639336
30,146639114,chr4,chr4_146638834_146639336
31,146639122,chr4,chr4_146638834_146639336
32,146639127,chr4,chr4_146638834_146639336
33,146639130,chr4,chr4_146638834_146639336
34,146639134,chr4,chr4_146638834_146639336
35,146639172,chr4,chr4_146638834_146639336
36,146639184,chr4,chr4_146638834_146639336
37,146639188,chr4,chr4_146638834_146639336
38,146639191,chr4,chr4_146638834_146639336
39,146639203,chr4,chr4_146638834_146639336
40,146639220,chr4,chr4_146638834_146639336
41,146639238,chr4,chr4_146638834_146639336
42,146639241,chr4,chr4_146638834_146639336
43,146639250,chr4,chr4_146638834_146639336
44,146639260,chr4,chr4_146638834_146639336
45,146639262,chr4,chr4_146638834_146639336
46,146639268,chr4,chr4_146638834_146639336
47,146639289,chr4,chr4_146638834_146639336
48,146639296,chr4,chr4_146638834_146639336
49,146639308,chr4,chr4_146638834_146639336
50,146639311,chr4,chr4_146638834_146639336
51,146639314,chr4,chr4_146638834_146639336
52,146639317,chr4,chr4_146638834_146639336
53,146639320,chr4,chr4_146638834_146639336
54,146639323,chr4,chr4_146638834_146639336
55,146639326,chr4,chr4_146638834_146639336
56,146639329,chr4,chr4_146638834_146639336
57,146639332,chr4,chr4_146638834_146639336
58,146639335,chr4,chr4_146638834_146639336
0,16179849,chr5,chr5_16179848_16180346
1,16179857,chr5,chr5_16179848_16180346
2,16179865,chr5,chr5_16179848_16180346
3,16179878,chr5,chr5_16179848_16180346
4,16179881,chr5,chr5_16179848_16180346
5,16179883,chr5,chr5_16179848_16180346
6,16179886,chr5,chr5_16179848_16180346
7,16179895,chr5,chr5_16179848_16180346
8,16179900,chr5,chr5_16179848_16180346
9,16179902,chr5,chr5_16179848_16180346
10,16179906,chr5,chr5_16179848_16180346
11,16179908,chr5,chr5_16179848_16180346
12,16179924,chr5,chr5_16179848_16180346
13,16179926,chr5,chr5_16179848_16180346
14,16179939,chr5,chr5_16179848_16180346
15,16179946,chr5,chr5_16179848_16180346
16,16179953,chr5,chr5_16179848_16180346
17,16179959,chr5,chr5_16179848_16180346
18,16179963,chr5,chr5_16179848_16180346
19,16179967,chr5,chr5_16179848_16180346
20,16179994,chr5,chr5_16179848_16180346
21,16180002,chr5,chr5_16179848_16180346
22,16180007,chr5,chr5_16179848_16180346
23,16180013,chr5,chr5_16179848_16180346
24,16180015,chr5,chr5_16179848_16180346
25,16180021,chr5,chr5_16179848_16180346
26,16180024,chr5,chr5_16179848_16180346
27,16180030,chr5,chr5_16179848_16180346
28,16180035,chr5,chr5_16179848_16180346
29,16180054,chr5,chr5_16179848_16180346
30,16180057,chr5,chr5_16179848_16180346
31,16180062,chr5,chr5_16179848_16180346
32,16180067,chr5,chr5_16179848_16180346
33,16180074,chr5,chr5_16179848_16180346
34,16180107,chr5,chr5_16179848_16180346
35,16180109,chr5,chr5_16179848_16180346
36,16180122,chr5,chr5_16179848_16180346
37,16180137,chr5,chr5_16179848_16180346
38,16180150,chr5,chr5_16179848_16180346
39,16180152,chr5,chr5_16179848_16180346
40,16180157,chr5,chr5_16179848_16180346
41,16180166,chr5,chr5_16179848_16180346
42,16180168,chr5,chr5_16179848_16180346
43,16180181,chr5,chr5_16179848_16180346
44,16180188,chr5,chr5_16179848_16180346
45,16180190,chr5,chr5_16179848_16180346
46,16180206,chr5,chr5_16179848_16180346
47,16180208,chr5,chr5_16179848_16180346
48,16180213,chr5,chr5_16179848_16180346
49,16180226,chr5,chr5_16179848_16180346
50,16180228,chr5,chr5_16179848_16180346
51,16180232,chr5,chr5_16179848_16180346
52,16180253,chr5,chr5_16179848_16180346
53,16180263,chr5,chr5_16179848_16180346
54,16180265,chr5,chr5_16179848_16180346
55,16180272,chr5,chr5_16179848_16180346
56,16180284,chr5,chr5_16179848_16180346
57,16180301,chr5,chr5_16179848_16180346
58,16180308,chr5,chr5_16179848_16180346
59,16180310,chr5,chr5_16179848_16180346
60,16180345,chr5,chr5_16179848_16180346
0,192408010,chr3,chr3_192408009_192408504
1,192408033,chr3,chr3_192408009_192408504
2,192408041,chr3,chr3_192408009_192408504
3,192408051,chr3,chr3_192408009_192408504
4,192408055,chr3,chr3_192408009_192408504
5,192408066,chr3,chr3_192408009_192408504
6,192408085,chr3,chr3_192408009_192408504
7,192408091,chr3,chr3_192408009_192408504
8,192408100,chr3,chr3_192408009_192408504
9,192408111,chr3,chr3_192408009_192408504
10,192408115,chr3,chr3_192408009_192408504
11,192408135,chr3,chr3_192408009_192408504
12,192408138,chr3,chr3_192408009_192408504
13,192408149,chr3,chr3_192408009_192408504
14,192408156,chr3,chr3_192408009_192408504
15,192408160,chr3,chr3_192408009_192408504
16,192408176,chr3,chr3_192408009_192408504
17,192408183,chr3,chr3_192408009_192408504
18,192408192,chr3,chr3_192408009_192408504
19,192408212,chr3,chr3_192408009_192408504
20,192408215,chr3,chr3_192408009_192408504
21,192408234,chr3,chr3_192408009_192408504
22,192408262,chr3,chr3_192408009_192408504
23,192408269,chr3,chr3_192408009_192408504
24,192408276,chr3,chr3_192408009_192408504
25,192408281,chr3,chr3_192408009_192408504
26,192408284,chr3,chr3_192408009_192408504
27,192408289,chr3,chr3_192408009_192408504
28,192408306,chr3,chr3_192408009_192408504
29,192408325,chr3,chr3_192408009_192408504
30,192408327,chr3,chr3_192408009_192408504
31,192408365,chr3,chr3_192408009_192408504
32,192408373,chr3,chr3_192408009_192408504
33,192408376,chr3,chr3_192408009_192408504
34,192408409,chr3,chr3_192408009_192408504
35,192408455,chr3,chr3_192408009_192408504
36,192408459,chr3,chr3_192408009_192408504
37,192408466,chr3,chr3_192408009_192408504
38,192408471,chr3,chr3_192408009_192408504
39,192408476,chr3,chr3_192408009_192408504
40,192408494,chr3,chr3_192408009_192408504
41,192408503,chr3,chr3_192408009_192408504
0,155295212,chr1,chr1_155295211_155295696
1,155295219,chr1,chr1_155295211_155295696
2,155295221,chr1,chr1_155295211_155295696
3,155295229,chr1,chr1_155295211_155295696
4,155295231,chr1,chr1_155295211_155295696
5,155295235,chr1,chr1_155295211_155295696
6,155295240,chr1,chr1_155295211_155295696
7,155295242,chr1,chr1_155295211_155295696
8,155295291,chr1,chr1_155295211_155295696
9,155295341,chr1,chr1_155295211_155295696
10,155295348,chr1,chr1_155295211_155295696
11,155295355,chr1,chr1_155295211_155295696
12,155295367,chr1,chr1_155295211_155295696
13,155295389,chr1,chr1_155295211_155295696
14,155295392,chr1,chr1_155295211_155295696
15,155295400,chr1,chr1_155295211_155295696
16,155295414,chr1,chr1_155295211_155295696
17,155295456,chr1,chr1_155295211_155295696
18,155295464,chr1,chr1_155295211_155295696
19,155295484,chr1,chr1_155295211_155295696
20,155295493,chr1,chr1_155295211_155295696
21,155295498,chr1,chr1_155295211_155295696
22,155295533,chr1,chr1_155295211_155295696
23,155295540,chr1,chr1_155295211_155295696
24,155295544,chr1,chr1_155295211_155295696
25,155295550,chr1,chr1_155295211_155295696
26,155295582,chr1,chr1_155295211_155295696
27,155295587,chr1,chr1_155295211_155295696
28,155295618,chr1,chr1_155295211_155295696
29,155295647,chr1,chr1_155295211_155295696
30,155295650,chr1,chr1_155295211_155295696
31,155295655,chr1,chr1_155295211_155295696
32,155295660,chr1,chr1_155295211_155295696
33,155295667,chr1,chr1_155295211_155295696
34,155295676,chr1,chr1_155295211_155295696
35,155295693,chr1,chr1_155295211_155295696
36,155295695,chr1,chr1_155295211_155295696
0,6555891,chr12,chr12_6555890_6556364
1,6555895,chr12,chr12_6555890_6556364
2,6555898,chr12,chr12_6555890_6556364
3,6555907,chr12,chr12_6555890_6556364
4,6555910,chr12,chr12_6555890_6556364
5,6555930,chr12,chr12_6555890_6556364
6,6555933,chr12,chr12_6555890_6556364
7,6555942,chr12,chr12_6555890_6556364
8,6555969,chr12,chr12_6555890_6556364
9,6556014,chr12,chr12_6555890_6556364
10,6556021,chr12,chr12_6555890_6556364
11,6556035,chr12,chr12_6555890_6556364
12,6556059,chr12,chr12_6555890_6556364
13,6556083,chr12,chr12_6555890_6556364
14,6556102,chr12,chr12_6555890_6556364
15,6556105,chr12,chr12_6555890_6556364
16,6556108,chr12,chr12_6555890_6556364
17,6556111,chr12,chr12_6555890_6556364
18,6556122,chr12,chr12_6555890_6556364
19,6556134,chr12,chr12_6555890_6556364
20,6556139,chr12,chr12_6555890_6556364
21,6556145,chr12,chr12_6555890_6556364
22,6556164,chr12,chr12_6555890_6556364
23,6556169,chr12,chr12_6555890_6556364
24,6556204,chr12,chr12_6555890_6556364
25,6556221,chr12,chr12_6555890_6556364
26,6556233,chr12,chr12_6555890_6556364
27,6556258,chr12,chr12_6555890_6556364
28,6556273,chr12,chr12_6555890_6556364
29,6556281,chr12,chr12_6555890_6556364
30,6556341,chr12,chr12_6555890_6556364
31,6556363,chr12,chr12_6555890_6556364
0,41495640,chr15,chr15_41495639_41496110
1,41495652,chr15,chr15_41495639_41496110
2,41495679,chr15,chr15_41495639_41496110
3,41495686,chr15,chr15_41495639_41496110
4,41495693,chr15,chr15_41495639_41496110
5,41495737,chr15,chr15_41495639_41496110
6,41495742,chr15,chr15_41495639_41496110
7,41495750,chr15,chr15_41495639_41496110
8,41495774,chr15,chr15_41495639_41496110
9,41495779,chr15,chr15_41495639_41496110
10,41495781,chr15,chr15_41495639_41496110
11,41495804,chr15,chr15_41495639_41496110
12,41495813,chr15,chr15_41495639_41496110
13,41495821,chr15,chr15_41495639_41496110
14,41495823,chr15,chr15_41495639_41496110
15,41495828,chr15,chr15_41495639_41496110
16,41495830,chr15,chr15_41495639_41496110
17,41495834,chr15,chr15_41495639_41496110
18,41495836,chr15,chr15_41495639_41496110
19,41495841,chr15,chr15_41495639_41496110
20,41495854,chr15,chr15_41495639_41496110
21,41495858,chr15,chr15_41495639_41496110
22,41495868,chr15,chr15_41495639_41496110
23,41495871,chr15,chr15_41495639_41496110
24,41495894,chr15,chr15_41495639_41496110
25,41495912,chr15,chr15_41495639_41496110
26,41495936,chr15,chr15_41495639_41496110
27,41495941,chr15,chr15_41495639_41496110
28,41495958,chr15,chr15_41495639_41496110
29,41495970,chr15,chr15_41495639_41496110
30,41495976,chr15,chr15_41495639_41496110
31,41495979,chr15,chr15_41495639_41496110
32,41495986,chr15,chr15_41495639_41496110
33,41495991,chr15,chr15_41495639_41496110
34,41495994,chr15,chr15_41495639_41496110
35,41496001,chr15,chr15_41495639_41496110
36,41496011,chr15,chr15_41495639_41496110
37,41496014,chr15,chr15_41495639_41496110
38,41496043,chr15,chr15_41495639_41496110
39,41496073,chr15,chr15_41495639_41496110
40,41496076,chr15,chr15_41495639_41496110
41,41496087,chr15,chr15_41495639_41496110
42,41496106,chr15,chr15_41495639_41496110
43,41496109,chr15,chr15_41495639_41496110
0,29259676,chr1,chr1_29259675_29260134
1,29259683,chr1,chr1_29259675_29260134
2,29259688,chr1,chr1_29259675_29260134
3,29259712,chr1,chr1_29259675_29260134
4,29259747,chr1,chr1_29259675_29260134
5,29259749,chr1,chr1_29259675_29260134
6,29259769,chr1,chr1_29259675_29260134
7,29259771,chr1,chr1_29259675_29260134
8,29259773,chr1,chr1_29259675_29260134
9,29259787,chr1,chr1_29259675_29260134
10,29259802,chr1,chr1_29259675_29260134
11,29259812,chr1,chr1_29259675_29260134
12,29259818,chr1,chr1_29259675_29260134
13,29259828,chr1,chr1_29259675_29260134
14,29259833,chr1,chr1_29259675_29260134
15,29259838,chr1,chr1_29259675_29260134
16,29259870,chr1,chr1_29259675_29260134
17,29259878,chr1,chr1_29259675_29260134
18,29259883,chr1,chr1_29259675_29260134
19,29259892,chr1,chr1_29259675_29260134
20,29259895,chr1,chr1_29259675_29260134
21,29259898,chr1,chr1_29259675_29260134
22,29259902,chr1,chr1_29259675_29260134
23,29259906,chr1,chr1_29259675_29260134
24,29259921,chr1,chr1_29259675_29260134
25,29259924,chr1,chr1_29259675_29260134
26,29259943,chr1,chr1_29259675_29260134
27,29259953,chr1,chr1_29259675_29260134
28,29259960,chr1,chr1_29259675_29260134
29,29259962,chr1,chr1_29259675_29260134
30,29259965,chr1,chr1_29259675_29260134
31,29259981,chr1,chr1_29259675_29260134
32,29260000,chr1,chr1_29259675_29260134
33,29260002,chr1,chr1_29259675_29260134
34,29260004,chr1,chr1_29259675_29260134
35,29260007,chr1,chr1_29259675_29260134
36,29260009,chr1,chr1_29259675_29260134
37,29260013,chr1,chr1_29259675_29260134
38,29260025,chr1,chr1_29259675_29260134
39,29260027,chr1,chr1_29259675_29260134
40,29260037,chr1,chr1_29259675_29260134
41,29260058,chr1,chr1_29259675_29260134
42,29260061,chr1,chr1_29259675_29260134
43,29260068,chr1,chr1_29259675_29260134
44,29260071,chr1,chr1_29259675_29260134
45,29260085,chr1,chr1_29259675_29260134
46,29260092,chr1,chr1_29259675_29260134
47,29260098,chr1,chr1_29259675_29260134
48,29260101,chr1,chr1_29259675_29260134
49,29260104,chr1,chr1_29259675_29260134
50,29260110,chr1,chr1_29259675_29260134
51,29260121,chr1,chr1_29259675_29260134
52,29260127,chr1,chr1_29259675_29260134
53,29260133,chr1,chr1_29259675_29260134
0,98974318,chr8,chr8_98974317_98974773
1,98974326,chr8,chr8_98974317_98974773
2,98974330,chr8,chr8_98974317_98974773
3,98974350,chr8,chr8_98974317_98974773
4,98974360,chr8,chr8_98974317_98974773
5,98974372,chr8,chr8_98974317_98974773
6,98974375,chr8,chr8_98974317_98974773
7,98974382,chr8,chr8_98974317_98974773
8,98974405,chr8,chr8_98974317_98974773
9,98974415,chr8,chr8_98974317_98974773
10,98974421,chr8,chr8_98974317_98974773
11,98974427,chr8,chr8_98974317_98974773
12,98974432,chr8,chr8_98974317_98974773
13,98974437,chr8,chr8_98974317_98974773
14,98974448,chr8,chr8_98974317_98974773
15,98974457,chr8,chr8_98974317_98974773
16,98974465,chr8,chr8_98974317_98974773
17,98974469,chr8,chr8_98974317_98974773
18,98974478,chr8,chr8_98974317_98974773
19,98974486,chr8,chr8_98974317_98974773
20,98974497,chr8,chr8_98974317_98974773
21,98974513,chr8,chr8_98974317_98974773
22,98974516,chr8,chr8_98974317_98974773
23,98974522,chr8,chr8_98974317_98974773
24,98974528,chr8,chr8_98974317_98974773
25,98974532,chr8,chr8_98974317_98974773
26,98974534,chr8,chr8_98974317_98974773
27,98974545,chr8,chr8_98974317_98974773
28,98974555,chr8,chr8_98974317_98974773
29,98974562,chr8,chr8_98974317_98974773
30,98974564,chr8,chr8_98974317_98974773
31,98974584,chr8,chr8_98974317_98974773
32,98974603,chr8,chr8_98974317_98974773
33,98974611,chr8,chr8_98974317_98974773
34,98974623,chr8,chr8_98974317_98974773
35,98974629,chr8,chr8_98974317_98974773
36,98974635,chr8,chr8_98974317_98974773
37,98974645,chr8,chr8_98974317_98974773
38,98974650,chr8,chr8_98974317_98974773
39,98974652,chr8,chr8_98974317_98974773
40,98974656,chr8,chr8_98974317_98974773
41,98974680,chr8,chr8_98974317_98974773
42,98974697,chr8,chr8_98974317_98974773
43,98974714,chr8,chr8_98974317_98974773
44,98974736,chr8,chr8_98974317_98974773
45,98974741,chr8,chr8_98974317_98974773
46,98974754,chr8,chr8_98974317_98974773
47,98974772,chr8,chr8_98974317_98974773
0,31815811,chr11,chr11_31815810_31816259
1,31815814,chr11,chr11_31815810_31816259
2,31815821,chr11,chr11_31815810_31816259
3,31815871,chr11,chr11_31815810_31816259
4,31815881,chr11,chr11_31815810_31816259
5,31815888,chr11,chr11_31815810_31816259
6,31815916,chr11,chr11_31815810_31816259
7,31815930,chr11,chr11_31815810_31816259
8,31815936,chr11,chr11_31815810_31816259
9,31815940,chr11,chr11_31815810_31816259
10,31815966,chr11,chr11_31815810_31816259
11,31815968,chr11,chr11_31815810_31816259
12,31815970,chr11,chr11_31815810_31816259
13,31815975,chr11,chr11_31815810_31816259
14,31815994,chr11,chr11_31815810_31816259
15,31816053,chr11,chr11_31815810_31816259
16,31816059,chr11,chr11_31815810_31816259
17,31816070,chr11,chr11_31815810_31816259
18,31816083,chr11,chr11_31815810_31816259
19,31816092,chr11,chr11_31815810_31816259
20,31816095,chr11,chr11_31815810_31816259
21,31816102,chr11,chr11_31815810_31816259
22,31816117,chr11,chr11_31815810_31816259
23,31816119,chr11,chr11_31815810_31816259
24,31816121,chr11,chr11_31815810_31816259
25,31816124,chr11,chr11_31815810_31816259
26,31816126,chr11,chr11_31815810_31816259
27,31816131,chr11,chr11_31815810_31816259
28,31816133,chr11,chr11_31815810_31816259
29,31816150,chr11,chr11_31815810_31816259
30,31816168,chr11,chr11_31815810_31816259
31,31816173,chr11,chr11_31815810_31816259
32,31816175,chr11,chr11_31815810_31816259
33,31816177,chr11,chr11_31815810_31816259
34,31816179,chr11,chr11_31815810_31816259
35,31816197,chr11,chr11_31815810_31816259
36,31816205,chr11,chr11_31815810_31816259
37,31816219,chr11,chr11_31815810_31816259
38,31816258,chr11,chr11_31815810_31816259
0,19691499,chr6,chr6_19691498_19691942
1,19691516,chr6,chr6_19691498_19691942
2,19691527,chr6,chr6_19691498_19691942
3,19691549,chr6,chr6_19691498_19691942
4,19691596,chr6,chr6_19691498_19691942
5,19691680,chr6,chr6_19691498_19691942
6,19691684,chr6,chr6_19691498_19691942
7,19691695,chr6,chr6_19691498_19691942
8,19691707,chr6,chr6_19691498_19691942
9,19691709,chr6,chr6_19691498_19691942
10,19691718,chr6,chr6_19691498_19691942
11,19691720,chr6,chr6_19691498_19691942
12,19691722,chr6,chr6_19691498_19691942
13,19691729,chr6,chr6_19691498_19691942
14,19691752,chr6,chr6_19691498_19691942
15,19691755,chr6,chr6_19691498_19691942
16,19691767,chr6,chr6_19691498_19691942
17,19691770,chr6,chr6_19691498_19691942
18,19691772,chr6,chr6_19691498_19691942
19,19691780,chr6,chr6_19691498_19691942
20,19691851,chr6,chr6_19691498_19691942
21,19691861,chr6,chr6_19691498_19691942
22,19691868,chr6,chr6_19691498_19691942
23,19691876,chr6,chr6_19691498_19691942
24,19691879,chr6,chr6_19691498_19691942
25,19691881,chr6,chr6_19691498_19691942
26,19691890,chr6,chr6_19691498_19691942
27,19691895,chr6,chr6_19691498_19691942
28,19691910,chr6,chr6_19691498_19691942
29,19691912,chr6,chr6_19691498_19691942
30,19691917,chr6,chr6_19691498_19691942
31,19691941,chr6,chr6_19691498_19691942
0,122164218,chr10,chr10_122164217_122164660
1,122164257,chr10,chr10_122164217_122164660
2,122164282,chr10,chr10_122164217_122164660
3,122164324,chr10,chr10_122164217_122164660
4,122164355,chr10,chr10_122164217_122164660
5,122164366,chr10,chr10_122164217_122164660
6,122164372,chr10,chr10_122164217_122164660
7,122164377,chr10,chr10_122164217_122164660
8,122164392,chr10,chr10_122164217_122164660
9,122164402,chr10,chr10_122164217_122164660
10,122164423,chr10,chr10_122164217_122164660
11,122164430,chr10,chr10_122164217_122164660
12,122164442,chr10,chr10_122164217_122164660
13,122164447,chr10,chr10_122164217_122164660
14,122164491,chr10,chr10_122164217_122164660
15,122164503,chr10,chr10_122164217_122164660
16,122164527,chr10,chr10_122164217_122164660
17,122164532,chr10,chr10_122164217_122164660
18,122164570,chr10,chr10_122164217_122164660
19,122164583,chr10,chr10_122164217_122164660
20,122164611,chr10,chr10_122164217_122164660
21,122164639,chr10,chr10_122164217_122164660
22,122164659,chr10,chr10_122164217_122164660
0,54466960,chr8,chr8_54466959_54467398
1,54467006,chr8,chr8_54466959_54467398
2,54467008,chr8,chr8_54466959_54467398
3,54467013,chr8,chr8_54466959_54467398
4,54467019,chr8,chr8_54466959_54467398
5,54467023,chr8,chr8_54466959_54467398
6,54467031,chr8,chr8_54466959_54467398
7,54467039,chr8,chr8_54466959_54467398
8,54467042,chr8,chr8_54466959_54467398
9,54467048,chr8,chr8_54466959_54467398
10,54467057,chr8,chr8_54466959_54467398
11,54467060,chr8,chr8_54466959_54467398
12,54467078,chr8,chr8_54466959_54467398
13,54467083,chr8,chr8_54466959_54467398
14,54467085,chr8,chr8_54466959_54467398
15,54467092,chr8,chr8_54466959_54467398
16,54467097,chr8,chr8_54466959_54467398
17,54467103,chr8,chr8_54466959_54467398
18,54467111,chr8,chr8_54466959_54467398
19,54467113,chr8,chr8_54466959_54467398
20,54467119,chr8,chr8_54466959_54467398
21,54467122,chr8,chr8_54466959_54467398
22,54467133,chr8,chr8_54466959_54467398
23,54467140,chr8,chr8_54466959_54467398
24,54467162,chr8,chr8_54466959_54467398
25,54467164,chr8,chr8_54466959_54467398
26,54467168,chr8,chr8_54466959_54467398
27,54467171,chr8,chr8_54466959_54467398
28,54467181,chr8,chr8_54466959_54467398
29,54467184,chr8,chr8_54466959_54467398
30,54467186,chr8,chr8_54466959_54467398
31,54467188,chr8,chr8_54466959_54467398
32,54467204,chr8,chr8_54466959_54467398
33,54467207,chr8,chr8_54466959_54467398
34,54467218,chr8,chr8_54466959_54467398
35,54467224,chr8,chr8_54466959_54467398
36,54467231,chr8,chr8_54466959_54467398
37,54467256,chr8,chr8_54466959_54467398
38,54467261,chr8,chr8_54466959_54467398
39,54467263,chr8,chr8_54466959_54467398
40,54467269,chr8,chr8_54466959_54467398
41,54467272,chr8,chr8_54466959_54467398
42,54467278,chr8,chr8_54466959_54467398
43,54467306,chr8,chr8_54466959_54467398
44,54467314,chr8,chr8_54466959_54467398
45,54467324,chr8,chr8_54466959_54467398
46,54467345,chr8,chr8_54466959_54467398
47,54467350,chr8,chr8_54466959_54467398
48,54467353,chr8,chr8_54466959_54467398
49,54467357,chr8,chr8_54466959_54467398
50,54467363,chr8,chr8_54466959_54467398
51,54467365,chr8,chr8_54466959_54467398
52,54467370,chr8,chr8_54466959_54467398
53,54467381,chr8,chr8_54466959_54467398
54,54467388,chr8,chr8_54466959_54467398
55,54467394,chr8,chr8_54466959_54467398
56,54467397,chr8,chr8_54466959_54467398
0,177984394,chr5,chr5_177984393_177984830
1,177984397,chr5,chr5_177984393_177984830
2,177984401,chr5,chr5_177984393_177984830
3,177984411,chr5,chr5_177984393_177984830
4,177984422,chr5,chr5_177984393_177984830
5,177984437,chr5,chr5_177984393_177984830
6,177984444,chr5,chr5_177984393_177984830
7,177984447,chr5,chr5_177984393_177984830
8,177984469,chr5,chr5_177984393_177984830
9,177984471,chr5,chr5_177984393_177984830
10,177984477,chr5,chr5_177984393_177984830
11,177984493,chr5,chr5_177984393_177984830
12,177984501,chr5,chr5_177984393_177984830
13,177984504,chr5,chr5_177984393_177984830
14,177984507,chr5,chr5_177984393_177984830
15,177984509,chr5,chr5_177984393_177984830
16,177984527,chr5,chr5_177984393_177984830
17,177984550,chr5,chr5_177984393_177984830
18,177984571,chr5,chr5_177984393_177984830
19,177984577,chr5,chr5_177984393_177984830
20,177984599,chr5,chr5_177984393_177984830
21,177984604,chr5,chr5_177984393_177984830
22,177984613,chr5,chr5_177984393_177984830
23,177984633,chr5,chr5_177984393_177984830
24,177984635,chr5,chr5_177984393_177984830
25,177984653,chr5,chr5_177984393_177984830
26,177984656,chr5,chr5_177984393_177984830
27,177984661,chr5,chr5_177984393_177984830
28,177984674,chr5,chr5_177984393_177984830
29,177984682,chr5,chr5_177984393_177984830
30,177984709,chr5,chr5_177984393_177984830
31,177984721,chr5,chr5_177984393_177984830
32,177984732,chr5,chr5_177984393_177984830
33,177984742,chr5,chr5_177984393_177984830
34,177984744,chr5,chr5_177984393_177984830
35,177984748,chr5,chr5_177984393_177984830
36,177984753,chr5,chr5_177984393_177984830
37,177984760,chr5,chr5_177984393_177984830
38,177984781,chr5,chr5_177984393_177984830
39,177984785,chr5,chr5_177984393_177984830
40,177984793,chr5,chr5_177984393_177984830
41,177984795,chr5,chr5_177984393_177984830
42,177984799,chr5,chr5_177984393_177984830
43,177984806,chr5,chr5_177984393_177984830
44,177984808,chr5,chr5_177984393_177984830
45,177984816,chr5,chr5_177984393_177984830
46,177984826,chr5,chr5_177984393_177984830
47,177984829,chr5,chr5_177984393_177984830
0,247857257,chr1,chr1_247857256_247857693
1,247857260,chr1,chr1_247857256_247857693
2,247857264,chr1,chr1_247857256_247857693
3,247857271,chr1,chr1_247857256_247857693
4,247857277,chr1,chr1_247857256_247857693
5,247857279,chr1,chr1_247857256_247857693
6,247857287,chr1,chr1_247857256_247857693
7,247857289,chr1,chr1_247857256_247857693
